fips,% Foreign Born,Veterans,Mean Travel Time,Median Household Income,Below Poverty Level,Total Number of Firms,% Black-owned Firms,% Asian-owned Firms,% Hispanic-owned Firms,% Women-owned Firms,Manufacturers Shipments ($1000),Retail Sales ($1000),Retail Sales per Capita,Building permits,Population per Square Mile,Bernie Sanders,Hillary Clinton,Most Votes
31097,5.3,462,25.5,42364,13.7,260,0,0,0,0,0,34432,6828,3,13.9,29,24,"('Votes', 'Bernie Sanders')"
31099,2.4,590,19.2,56466,4.9,463,0,0,0,0,0,29729,4523,13,12.6,36,34,"('Votes', 'Bernie Sanders')"
31101,1.8,738,15.3,41970,11.2,1053,0,0,0,26.4,0,203776,25472,10,7.9,37,40,"('Votes', 'Hillary Clinton')"
31103,0.1,58,16.6,36923,15.5,152,0,0,0,0,0,0,0,0,1.1,5,4,"('Votes', 'Bernie Sanders')"
31105,2.2,379,16.6,42180,13,464,0,0,0,0,0,49041,13589,0,4,15,8,"('Votes', 'Bernie Sanders')"
31107,0.6,825,16.6,42230,14,885,0,0,0,10.5,0,82386,9544,36,7.9,16,25,"('Votes', 'Hillary Clinton')"
31109,7,19683,18.2,51574,15.2,24564,1.6,2.4,2,27.5,0,3662691,13351,1923,340.8,6456,4016,"('Votes', 'Bernie Sanders')"
31111,1.9,3307,14.2,48158,11.4,2811,0,0,1.3,28.9,0,634917,17911,54,14.2,201,182,"('Votes', 'Bernie Sanders')"
31113,0,54,27.3,44417,12.1,0,0,0,0,0,0,0,0,0,1.3,1,2,"('Votes', 'Hillary Clinton')"
31115,0.2,67,20.2,38125,25.8,0,0,0,0,0,0,0,0,5,1.1,6,5,"('Votes', 'Bernie Sanders')"
31117,0,32,27.7,54926,13.6,0,0,0,0,0,0,0,0,0,0.6,1,3,"('Votes', 'Hillary Clinton')"
31119,6.9,2387,14.2,46566,14.2,3742,0,0,1.8,22.8,0,649732,19020,61,60.9,200,129,"('Votes', 'Bernie Sanders')"
31121,1.3,822,19.2,50859,12.6,855,0,0,0,33.3,0,45568,6009,24,16.2,25,35,"('Votes', 'Hillary Clinton')"
31123,5,377,17.9,43886,13.8,276,0,0,0,21.4,0,46228,9242,7,3.5,18,13,"('Votes', 'Bernie Sanders')"
31125,0.2,237,19.8,44286,12.6,485,0,0,0,0,0,22402,6330,20,8.5,11,14,"('Votes', 'Hillary Clinton')"
31127,1.4,674,16.7,42672,10.4,757,0,0,0,0,0,59321,8542,4,17.8,39,35,"('Votes', 'Bernie Sanders')"
31129,0.9,469,18.5,37594,11.1,487,0,0,0,0,0,53345,11844,2,7.8,18,17,"('Votes', 'Bernie Sanders')"
31131,3,1209,21.2,50881,10.5,1647,0,0,0,0,405399,146815,9459,29,25.6,104,76,"('Votes', 'Bernie Sanders')"
31133,0.9,201,18.3,37321,21.5,226,0,0,0,0,0,14362,5347,2,6.4,11,29,"('Votes', 'Hillary Clinton')"
31135,0.7,154,17.3,58625,5.8,295,0,0,0,14.2,0,44652,15558,0,3.4,5,16,"('Votes', 'Hillary Clinton')"
31137,1.9,722,14.1,50000,9.1,1198,0,0,0,0,0,94533,10350,14,17,42,33,"('Votes', 'Bernie Sanders')"
31139,0.5,709,18.2,51924,5.6,770,0,0,0,0,0,41414,5717,23,12.7,20,10,"('Votes', 'Bernie Sanders')"
31141,6.8,2258,15.5,51213,10.7,3495,0,0,2.2,0,2353587,494298,15542,61,47.8,108,128,"('Votes', 'Hillary Clinton')"
31143,2.5,423,18.9,52848,8.3,645,0,0,0,10.2,0,35465,6843,2,12.3,27,31,"('Votes', 'Hillary Clinton')"
31145,1.4,890,11.3,42345,12.7,1202,0,0,0,0,0,175905,16520,5,15.4,46,25,"('Votes', 'Bernie Sanders')"
31147,0.4,825,17.5,38582,17.2,1084,0,0,0,16.1,0,70387,8481,4,15.2,28,36,"('Votes', 'Hillary Clinton')"
31149,0.3,124,14.1,43500,10,0,0,0,0,0,0,0,0,2,1.5,7,3,"('Votes', 'Bernie Sanders')"
31151,11.2,912,19.7,44109,16.8,603,0,0,0,22.4,951752,102412,7410,11,24.7,89,109,"('Votes', 'Hillary Clinton')"
31153,5.4,18098,20.3,69965,6.6,11983,2.3,3.1,2,28,587723,2285801,15630,1276,664.6,1620,1099,"('Votes', 'Bernie Sanders')"
31155,1.3,1883,26.8,59870,8,1838,0,0,0,14.7,0,148986,7398,56,27.7,181,104,"('Votes', 'Bernie Sanders')"
31157,4.3,3008,15.8,43444,13.7,3676,0,0,0,27.9,177862,519759,14283,29,50,206,123,"('Votes', 'Bernie Sanders')"
31159,1.2,1113,20.6,59435,8.8,1276,0,0,0,27.8,0,109761,6662,71,29.3,121,86,"('Votes', 'Bernie Sanders')"
31161,1.4,536,16.1,38548,16,520,0,0,0,0,0,50250,9302,1,2.2,16,10,"('Votes', 'Bernie Sanders')"
31163,0.4,256,26.1,41835,13.5,0,0,0,0,0,0,35456,12043,3,5.6,21,11,"('Votes', 'Bernie Sanders')"
31165,2.6,130,20.2,42014,9.3,0,0,0,0,0,0,0,0,3,0.6,9,12,"('Votes', 'Hillary Clinton')"
31167,1.6,317,17.6,51493,8.5,596,0,0,0,0,0,33003,5201,22,14.3,35,19,"('Votes', 'Bernie Sanders')"
31169,0.9,477,14.5,44422,13.4,532,0,0,0,0,0,54943,10654,9,9.1,18,40,"('Votes', 'Hillary Clinton')"
31171,3.3,73,16.5,55089,7.7,0,0,0,0,0,0,0,0,0,0.9,0,1,"('Votes', 'Hillary Clinton')"
31173,1,400,16.7,41400,26.9,302,0,0,0,0,0,54072,7443,2,17.6,27,24,"('Votes', 'Bernie Sanders')"
31175,1.6,383,13.4,40445,15.2,439,0,0,0,0,0,66843,15780,11,7.5,22,35,"('Votes', 'Hillary Clinton')"
31177,1,1809,22.4,65409,7.7,2164,0,0,0,22.1,724196,642646,32377,71,51.9,140,136,"('Votes', 'Bernie Sanders')"
31179,3.5,802,14.7,52147,15,838,0,0,0,0,180043,79455,8580,35,21.7,52,58,"('Votes', 'Hillary Clinton')"
31181,1.7,330,17.1,41045,15.5,523,0,0,0,0,0,23738,6642,4,6.6,8,16,"('Votes', 'Hillary Clinton')"
31183,1.6,71,14,38807,16,27,0,0,0,0,0,0,0,0,1.4,3,3,"('Votes', 'Bernie Sanders')"
31185,1.6,1185,12.9,49633,8.9,1509,0,0,0,25.6,353197,241319,16968,16,23.9,73,36,"('Votes', 'Bernie Sanders')"
32001,5.9,3528,18.2,49830,15,1601,0,0,0,26.4,0,265255,10725,38,5,46,46,"('Votes', 'Bernie Sanders')"
32003,21.8,151360,24.1,52873,15.1,152145,5.2,9.8,9.4,29.3,7180673,26676633,14509,10036,247.3,3920,4767,"('Votes', 'Hillary Clinton')"
32005,6.3,5677,24.6,60100,10.2,6722,0,2.6,3.2,27.4,751816,670386,14645,156,66.2,72,85,"('Votes', 'Hillary Clinton')"
32007,9.3,4038,30.3,70238,8.8,2947,1.4,2.7,0,28,0,791435,16842,350,2.8,48,38,"('Votes', 'Bernie Sanders')"
32009,13.1,108,17.2,30284,22.3,75,0,0,0,0,0,0,0,0,0.2,15,7,"('Votes', 'Bernie Sanders')"
32011,1.6,193,14.8,64632,13.9,78,0,0,0,0,0,16289,10605,0,0.5,19,3,"('Votes', 'Bernie Sanders')"
32013,12.6,1334,31.1,59472,12.3,1115,0,0,0,23.6,0,333593,18936,20,1.7,53,27,"('Votes', 'Bernie Sanders')"
32015,11.2,530,28.1,72742,9.3,261,0,0,0,19.5,0,54981,10812,7,1.1,48,20,"('Votes', 'Bernie Sanders')"
32017,3,591,28.6,40143,17.3,409,0,0,0,32.3,0,31053,6970,12,0.5,25,38,"('Votes', 'Hillary Clinton')"
32019,7.2,6101,30.8,46137,15,3857,1.6,0,7.6,29.1,573568,371385,7100,140,26,88,80,"('Votes', 'Bernie Sanders')"
32021,4.7,813,12.6,35017,20.5,342,0,0,0,32.5,0,0,0,1,1.3,34,39,"('Votes', 'Hillary Clinton')"
32023,8,7469,26.5,39876,18.9,3179,0,3.8,0,29.3,0,396798,9004,0,2.4,65,94,"('Votes', 'Hillary Clinton')"
32027,11.1,725,22.6,52101,18,223,0,0,0,0,0,43044,6751,2,1.1,33,32,"('Votes', 'Bernie Sanders')"
32029,3.9,630,26.6,61573,11,0,0,0,0,0,0,6765,1580,6,15.3,31,31,"('Votes', 'Bernie Sanders')"
32031,14.9,36058,21.5,53040,15.1,40200,1,4.6,5.2,27.1,0,6667427,16409,2210,66.9,1015,863,"('Votes', 'Bernie Sanders')"
32033,2.4,1168,21.4,48586,12.9,893,0,0,0,0,0,88805,9748,3,1.1,46,47,"('Votes', 'Hillary Clinton')"
32510,11,6232,16.6,51957,16.2,8470,0.6,3.1,5.2,20,621630,991506,18025,35,382.1,83,79,"('Votes', 'Bernie Sanders')"
34001,16.3,16672,23.9,54235,14.4,21027,7,7.4,0,27.8,0,4429395,16409,722,494.1,6801,11018,"('Votes', 'Hillary Clinton')"
34003,29.6,37238,30.8,83794,7.2,106754,4.6,13.3,8.4,27.1,11973822,16474977,18602,3408,3884.5,34137,55264,"('Votes', 'Hillary Clinton')"
34005,9.5,36014,28.5,78446,5.5,34702,8.8,4.7,0,27.7,6072287,7005059,15695,1000,561.9,20087,32712,"('Votes', 'Hillary Clinton')"
34007,10.5,29784,28,61683,13,38807,8.6,7.2,0,27.8,4150100,5859348,11321,1506,2321.5,26383,43720,"('Votes', 'Hillary Clinton')"
34009,5.4,8802,21.8,56494,10.1,11290,1.3,0,0,27,0,1584880,16390,638,386.9,3249,3964,"('Votes', 'Hillary Clinton')"
34011,10.5,8555,23.3,50750,17.5,8637,9.5,3.7,8.6,21.4,2591390,1952706,12566,212,324.4,3829,6875,"('Votes', 'Hillary Clinton')"
34013,24.8,27099,32.4,55095,16.6,67880,21,6.4,11.4,30.9,10422670,7750635,10077,2617,6211.5,27449,75071,"('Votes', 'Hillary Clinton')"
34015,5.3,19351,28.2,74524,8.1,20252,7.6,3.1,2.2,27.5,15679384,4352549,15216,491,895.3,14011,17954,"('Votes', 'Hillary Clinton')"
34017,41.2,16139,34.2,58442,16.8,55520,11.8,12.6,25.5,27.7,2614244,6099871,10350,4621,13731.4,25112,49798,"('Votes', 'Hillary Clinton')"
34019,8.4,7291,33.6,106143,4,15120,0,3.4,0,29.8,0,2186600,16865,348,300,5047,5373,"('Votes', 'Hillary Clinton')"
34021,20.9,17493,27.2,73480,11.2,30067,7.6,10,4.8,29.9,0,5089133,14004,368,1632.2,15098,29505,"('Votes', 'Hillary Clinton')"
34023,31,33164,32.4,79596,8.5,67778,0,19.5,9.4,26,12207299,11131032,14274,1901,2621.6,30498,47978,"('Votes', 'Hillary Clinton')"
34025,13.2,35366,33.4,84526,7,63391,3.1,5.9,3.8,25.7,3468419,11225081,17511,1484,1344.7,22185,30835,"('Votes', 'Hillary Clinton')"
34027,18.5,23769,30,98633,4.4,52546,2.1,7.2,5.2,24.3,7631668,8756311,18032,1591,1069.8,17259,24226,"('Votes', 'Hillary Clinton')"
34029,7.7,48709,30.7,61136,10.4,45546,2.2,2.5,3.3,25.6,0,7307436,12922,2937,917,16305,19572,"('Votes', 'Hillary Clinton')"
34031,28.4,16098,26.5,57654,16.3,43366,9.5,6.2,17.9,25.4,5178299,6598022,13546,518,2715.3,14116,29538,"('Votes', 'Hillary Clinton')"
34033,4.5,5548,26.4,59718,12.4,4585,6.4,0,2.3,25.6,1440380,669436,10146,51,199.1,2163,2814,"('Votes', 'Hillary Clinton')"
34035,23.3,13757,31.7,99020,5,32225,5.7,11.1,6.4,27.5,6401528,5755996,17946,1310,1071.7,12235,19667,"('Votes', 'Hillary Clinton')"
34037,7.3,9652,37.7,87335,5.7,14840,0,2.5,0,25.8,0,1722382,11359,222,287.6,5283,3982,"('Votes', 'Bernie Sanders')"
34039,29.2,20109,29.4,68507,10.8,48019,13.1,5.7,14.6,25.9,18574672,7312120,14069,1966,5216.1,18491,40972,"('Votes', 'Hillary Clinton')"
34041,9,7042,34.4,70912,7.8,9552,2.7,2.8,4.6,25.8,2212191,1550611,14137,244,304.5,3521,3399,"('Votes', 'Bernie Sanders')"
35001,10.9,55419,21.6,48801,18,53235,1.8,3.6,24,31.4,0,9396128,14942,1525,570.8,38247,36937,"('Votes', 'Bernie Sanders')"
35003,1.6,501,20.6,39826,19.7,386,0,0,0,0,0,7206,2084,0,0.5,183,115,"('Votes', 'Bernie Sanders')"
35005,14,4801,17.4,39131,21.3,4032,0,1.4,23,26.3,661458,836078,13392,54,10.8,950,1238,"('Votes', 'Hillary Clinton')"
35006,5.2,1858,22.8,37237,27.6,1513,0,1.7,22.1,26.6,0,217448,7992,0,6,1494,1586,"('Votes', 'Hillary Clinton')"
35007,4.4,1390,14.5,37734,17.7,1363,0,0,18.6,21,0,158777,12049,13,3.7,740,949,"('Votes', 'Hillary Clinton')"
35009,8.2,5584,15,39871,18.9,2745,1.8,0,0,26.4,0,591302,13109,141,34.4,768,672,"('Votes', 'Bernie Sanders')"
35011,4.6,153,14.6,37660,23.5,179,0,0,0,0,0,12426,6641,0,0.9,114,96,"('Votes', 'Bernie Sanders')"
35013,17.1,16154,19.8,37933,27,15497,0.8,0,42.1,29,931885,1925550,9715,617,55,7243,9097,"('Votes', 'Hillary Clinton')"
35015,5,4448,17.8,49165,12.5,3498,1.2,0.8,16.2,28.4,0,562792,10980,336,12.9,1340,1566,"('Votes', 'Hillary Clinton')"
35017,4.5,3003,19.9,37899,20.2,2244,0,0,10.2,25.4,0,261444,8747,4,7.4,2267,2272,"('Votes', 'Hillary Clinton')"
35019,3.4,403,17.8,29071,17.5,286,0,0,38.1,0,0,109941,24941,0,1.5,330,399,"('Votes', 'Hillary Clinton')"
35021,2,103,21.1,34063,16.7,0,0,0,0,0,0,1270,1789,0,0.3,46,75,"('Votes', 'Hillary Clinton')"
35023,5.9,338,17.3,34080,24.3,310,0,0,28.4,0,0,113382,22609,0,1.4,323,515,"('Votes', 'Hillary Clinton')"
35025,15.5,3814,17.9,50694,15,4313,0.9,0,0,22.4,280360,765930,13217,276,14.7,651,705,"('Votes', 'Hillary Clinton')"
35027,6.7,2186,19.3,43014,14.7,3100,0,0,16.8,27.3,0,245639,11791,59,4.2,527,515,"('Votes', 'Bernie Sanders')"
35028,9.7,1809,16,106686,4.4,1496,0,2.7,6.1,49.3,0,97901,5279,3,164.4,1404,1424,"('Votes', 'Hillary Clinton')"
35029,15.6,2177,20.8,29282,29.7,1320,0,0,36.7,27.7,0,236777,8835,7,8.5,714,917,"('Votes', 'Hillary Clinton')"
35031,2.7,3162,22.9,30458,35,5543,0,0,10.8,43.2,0,926423,13254,4,13.1,3299,4761,"('Votes', 'Hillary Clinton')"
35033,3.2,398,24.1,28481,19.7,409,0,0,0,0,0,14120,2799,0,2.5,603,986,"('Votes', 'Hillary Clinton')"
35035,11.7,8882,20.4,39263,21.8,3801,0,1.9,19.4,32.9,0,527819,8338,0,9.6,1190,1324,"('Votes', 'Hillary Clinton')"
35037,1,880,14.4,30802,21.4,443,0,0,19.2,16.3,0,143904,16018,0,3.1,445,473,"('Votes', 'Hillary Clinton')"
35039,6,2661,26.3,40250,21.2,2628,0,0,37.1,38.9,0,313533,7689,0,6.9,3252,4915,"('Votes', 'Hillary Clinton')"
35041,8.6,1180,15.2,38764,25.4,1254,0,0,0,37.3,0,166682,8752,20,8.1,392,281,"('Votes', 'Bernie Sanders')"
35043,5.5,14229,28.7,58017,14.2,8217,1.6,2.3,22.5,35.7,0,1117438,9484,943,35.5,6958,7448,"('Votes', 'Hillary Clinton')"
35045,3.6,7752,25,48196,22.4,7809,1.2,0.9,8.5,29.1,668723,1742017,14245,173,23.6,2735,3019,"('Votes', 'Hillary Clinton')"
35047,4,2443,20.3,28275,29.4,1772,0,0,54.1,29,0,277210,9725,0,6.2,2341,3418,"('Votes', 'Hillary Clinton')"
35049,13.5,11185,22.1,52917,17,20479,0.7,1.1,16.3,33.7,0,2426284,16923,161,75.5,15703,16087,"('Votes', 'Hillary Clinton')"
35051,4.9,1834,13.2,27430,22.6,832,0,0,12.4,0,0,82782,6634,0,2.9,530,400,"('Votes', 'Bernie Sanders')"
35053,5.6,1295,19.1,34036,25.1,1035,0,0,30.1,35.3,0,126228,6955,1,2.7,1024,1050,"('Votes', 'Hillary Clinton')"
35055,5,3103,20.7,32637,25.3,4614,0,0,26.3,33.3,0,309212,9781,80,15,4325,3285,"('Votes', 'Bernie Sanders')"
35057,6.8,1679,30.7,31161,28.6,1170,0,0,0,27,0,157502,9501,0,4.9,651,649,"('Votes', 'Bernie Sanders')"
35059,5,345,12.8,38902,11.9,456,0,0,9,16.9,0,27509,7399,0,1.2,190,154,"('Votes', 'Bernie Sanders')"
35061,7.9,7548,29.1,42506,23.6,4183,1.3,0,36.3,25.1,0,571343,7995,75,71.8,2877,3123,"('Votes', 'Hillary Clinton')"
36001,9.1,18471,20,59394,13,24798,0,0,2.2,29.9,3351466,5404372,18121,775,581.9,20422,18450,"('Votes', 'Bernie Sanders')"
36003,2.1,4359,20.8,42445,16.5,3326,0,0,0,29.3,965927,276686,5626,64,47.6,1119,762,"('Votes', 'Bernie Sanders')"
36005,33.7,34498,42.4,34388,29.8,111028,34.9,7.5,37.6,40.5,0,5539827,4000,1885,32903.6,41114,95772,"('Votes', 'Hillary Clinton')"
36007,6,14650,18.7,45958,17.4,14023,1.9,0,0,29,2525374,2573019,13196,53,284.2,9176,7035,"('Votes', 'Bernie Sanders')"
36009,1.8,7167,21.6,42603,17.9,5773,0,1.3,0,25.9,738657,1008952,12572,80,61.4,2367,1718,"('Votes', 'Bernie Sanders')"
36011,2.4,6608,21.4,51581,12.7,5453,0,0,0,20.5,1109917,884034,11060,171,115.7,2654,2383,"('Votes', 'Bernie Sanders')"
36013,2,11745,18,42429,19.1,9844,1.8,0,0,0,4461927,1364052,10178,212,127.2,4081,3483,"('Votes', 'Bernie Sanders')"
36015,2.6,7742,19,48804,15.7,6041,3.2,0,0,33.5,1280767,1207246,13710,61,218.1,2564,2520,"('Votes', 'Bernie Sanders')"
36017,1.9,4096,22.7,43941,15.5,4554,0,0,0,25.4,595598,518164,10134,204,56.5,1494,958,"('Votes', 'Bernie Sanders')"
36019,4.8,7457,20.2,50282,14.5,5287,0,0,0,24,1599821,1195037,14598,140,79.1,4301,1550,"('Votes', 'Bernie Sanders')"
36021,5.7,5317,25.7,57336,9.8,7644,0,0,0,25.5,619223,638351,10249,97,99.4,3302,2481,"('Votes', 'Bernie Sanders')"
36023,2.1,3432,20.9,47151,14.7,3190,0,0,0,0,603729,523122,10828,42,98.9,1878,1402,"('Votes', 'Bernie Sanders')"
36025,3.6,4079,22.6,44470,14.2,3982,0,0,1.1,22.6,1432929,389577,8417,77,33.3,1663,1067,"('Votes', 'Bernie Sanders')"
36027,11.8,18958,31.2,72525,9,26974,5.1,0,0,32.3,3823002,3599202,12334,358,373.9,11680,11005,"('Votes', 'Bernie Sanders')"
36029,6.4,64780,20.9,50653,14.6,61402,4.5,2.9,1.3,26.2,15873786,11217146,12302,1682,881.4,49387,50199,"('Votes', 'Hillary Clinton')"
36031,4.9,3694,21.6,47380,11.9,4622,0,0,0,29.4,0,429194,11338,94,21.9,1932,708,"('Votes', 'Bernie Sanders')"
36033,4.3,4002,19.5,45667,19.2,3513,0,0,0,0,0,476393,9437,57,31.7,2338,961,"('Votes', 'Bernie Sanders')"
36035,2.3,4538,23.3,44276,16.1,4272,0,0,0,0,520610,577056,10478,72,112.1,1385,881,"('Votes', 'Bernie Sanders')"
36037,2.9,4392,21.7,49922,12.6,4238,0,0,0,29.8,815469,705717,12134,41,121.9,1539,1262,"('Votes', 'Bernie Sanders')"
36039,5.7,4539,26.3,49655,15.1,5192,0,0,1.4,27.8,591094,622994,12670,100,76.1,1458,1062,"('Votes', 'Bernie Sanders')"
36041,1.9,626,24.8,51522,9.4,684,0,0,0,0,0,31894,6358,42,2.8,210,123,"('Votes', 'Bernie Sanders')"
36043,3.7,5622,23,45047,15,4193,0,0,0,27,546373,503108,8058,78,45.7,1755,1377,"('Votes', 'Bernie Sanders')"
36045,4.3,10847,18.2,46484,15.4,7213,0,1.9,0,31.8,839928,1867704,15834,519,91.6,2466,2379,"('Votes', 'Bernie Sanders')"
36047,37.5,50234,41.1,46085,23.2,253129,20.8,14.5,10.8,33.6,4555642,15431858,6077,7551,35369.1,116327,174236,"('Votes', 'Hillary Clinton')"
36049,1.7,2332,23.7,46840,13.5,1965,0,0,0,21.1,511634,175759,6677,79,21.3,648,449,"('Votes', 'Bernie Sanders')"
36051,2.9,4932,24.6,53518,13.4,4308,0,0,0,27.4,463926,586479,9291,62,103.5,2410,1611,"('Votes', 'Bernie Sanders')"
36053,1.9,5824,23,53589,11.3,5810,0,0,0,23.6,941392,665908,9506,82,112.2,2346,1880,"('Votes', 'Bernie Sanders')"
36055,8.2,43341,19.6,52394,15,54820,6.3,3.5,2.7,31.2,16615398,8496065,11628,1204,1132.6,34717,37309,"('Votes', 'Hillary Clinton')"
36057,3.5,3739,23.3,44156,18.7,3642,3,0,0,30.8,719513,621786,12792,46,124.6,1630,1185,"('Votes', 'Bernie Sanders')"
36059,21.3,61803,34,97690,6,167931,6.4,8,7.1,25.9,0,24312618,17969,905,4704.8,42301,70947,"('Votes', 'Hillary Clinton')"
36061,28.5,41775,30.3,69659,17.7,307128,8.7,11.9,10.5,30.6,8315093,38797518,23872,5380,69467.5,90227,177496,"('Votes', 'Hillary Clinton')"
36063,3.8,17481,21.1,47955,13.7,12552,0,1.5,0,27.8,3433070,2075125,9689,196,414.4,8916,7694,"('Votes', 'Bernie Sanders')"
36065,7.4,19680,19.5,48729,15.9,15302,2.3,2.5,0,26.2,3251782,2751013,11912,158,193.7,7272,6054,"('Votes', 'Bernie Sanders')"
36067,7.1,30551,19.6,54242,14.8,36708,4.1,3.3,2,28.6,7251514,6363051,14048,956,600,18057,20397,"('Votes', 'Hillary Clinton')"
36069,3.6,8978,22.6,56479,9.5,9275,0,2.2,1.3,28.9,2097308,1894245,18243,323,167.6,3361,2884,"('Votes', 'Bernie Sanders')"
36071,11.3,22820,33.3,70458,12.4,31562,7.5,3.6,7.2,29.7,2353505,5729216,15228,916,459.3,11536,12239,"('Votes', 'Hillary Clinton')"
36073,3.5,3376,24.9,48502,13.4,2965,0,0,0,25.5,465198,262619,6198,27,109.6,877,650,"('Votes', 'Bernie Sanders')"
36075,2.1,9170,23.9,48051,17.4,7192,0,0,0,32.7,2441281,994135,8186,125,128.3,3066,2424,"('Votes', 'Bernie Sanders')"
36077,3.4,5337,21.7,47765,15.5,5715,0,0,0,27.2,177758,932374,14991,181,62.2,2623,1817,"('Votes', 'Bernie Sanders')"
36079,12.3,5047,38.6,95117,5.8,11542,5.1,1.9,6.2,27.6,0,922315,9315,85,432.9,3573,3477,"('Votes', 'Bernie Sanders')"
36081,47.8,56402,41.9,57001,15,236900,14.4,29,16.3,29.6,5654377,14587146,6404,4900,20553.6,76305,122386,"('Votes', 'Hillary Clinton')"
36083,5.1,11424,22.7,59432,13.2,10659,2.7,2.8,1.6,30.5,0,1384387,8915,241,244.4,6649,4738,"('Votes', 'Bernie Sanders')"
36085,21.2,19802,41.7,72569,11.9,37844,7.3,0,0,29,0,3850133,7974,712,8030.3,14340,16127,"('Votes', 'Hillary Clinton')"
36087,22,11742,30.2,84951,13.6,32878,7.3,6.5,6.8,26.4,13670426,3866839,13019,483,1795.9,11072,16966,"('Votes', 'Hillary Clinton')"
36089,4,8064,20.2,43647,19.6,6957,0,0,0,0,2141635,1238804,11304,172,41.8,4102,2865,"('Votes', 'Bernie Sanders')"
36091,4.6,16746,24.5,69826,6.5,18851,1,0,0,28.5,1783567,4506435,20838,969,271.1,9112,7206,"('Votes', 'Bernie Sanders')"
36093,8.6,10946,22.6,56061,12.7,11967,5,0,3.2,32.1,1702485,1664349,11074,228,756.6,6862,6146,"('Votes', 'Bernie Sanders')"
36095,2.4,2798,29.3,53245,11.5,2307,0,0,0,0,0,268923,8422,18,52.7,1088,622,"('Votes', 'Bernie Sanders')"
36097,2,1655,25.5,46976,11.5,1491,0,0,0,30.4,0,179850,9504,31,55.9,818,491,"('Votes', 'Bernie Sanders')"
36099,2,3008,23.3,47618,12.3,2312,1.4,1.4,0,29.1,428053,426239,12435,28,108.9,1164,1042,"('Votes', 'Bernie Sanders')"
36101,2.5,9370,21.8,47476,15.5,6728,0,0.8,1.4,33.1,1821198,1076914,11168,86,71.2,2709,1970,"('Votes', 'Bernie Sanders')"
36103,14.5,83254,30.7,87763,6.4,159640,4.5,4.3,7.1,27,19089722,23319943,15426,1217,1637.4,41363,49926,"('Votes', 'Hillary Clinton')"
36105,9.8,5849,28.4,48089,18.2,8500,4.1,3.3,5.4,0,243754,815240,10670,238,80.1,2671,2088,"('Votes', 'Bernie Sanders')"
36107,2.1,4423,23.5,55726,9.3,3629,0,0,0,30.5,535756,302210,5996,32,98.6,1825,1232,"('Votes', 'Bernie Sanders')"
36109,12.6,4764,19,51393,20.5,9665,0.9,5.3,0,32.1,742802,1018298,10141,301,214,9298,5625,"('Votes', 'Bernie Sanders')"
36111,7.4,11977,27.3,58590,12.5,20802,0,2.3,3.7,32,0,2241099,12346,289,162.3,11572,6927,"('Votes', 'Bernie Sanders')"
36113,3,5617,22.3,55904,10.9,7410,0,0,0,26.7,1130451,1382215,21005,278,75.8,2637,1639,"('Votes', 'Bernie Sanders')"
36115,2.3,5811,26.2,52361,13.2,5205,0,0,0,32.2,832205,485551,7759,90,76.1,2087,1167,"('Votes', 'Bernie Sanders')"
36117,2.8,6662,24,52601,11.3,6834,1,0,2.7,28.6,1888986,816657,8922,105,155.3,2319,1859,"('Votes', 'Bernie Sanders')"
36119,25,38943,32.1,81946,9.5,120727,8.9,5.5,10,29.6,4122897,14205055,15007,584,2204.7,33726,69628,"('Votes', 'Hillary Clinton')"
36121,2.1,3188,25.3,51100,10.5,2986,0,0,0,29.9,456964,337990,8078,34,71.1,909,594,"('Votes', 'Bernie Sanders')"
36123,1.7,2015,22.2,49335,15.9,1797,0,0,0,0,0,178857,7290,70,75,669,552,"('Votes', 'Bernie Sanders')"
37001,7.6,10719,23.3,43043,18.3,11125,8.7,2.3,0,27.1,3163071,1968813,13595,606,356.5,5755,7374,"('Votes', 'Hillary Clinton')"
37003,2.6,2507,24.3,40637,17.2,3007,0,0,0,21.4,604762,216769,5957,53,143.1,1123,1148,"('Votes', 'Hillary Clinton')"
37005,6,781,27.3,35170,19.8,1214,0,0,0,31.1,109160,73665,6719,17,47.5,571,563,"('Votes', 'Bernie Sanders')"
37007,3,1993,24.8,33870,24.2,1409,28,0,0,30.2,0,180010,7145,33,50.7,914,2307,"('Votes', 'Hillary Clinton')"
37009,4.2,2320,26.6,35951,21.1,3367,0,0,0,0,206294,292410,11474,75,64,1205,1219,"('Votes', 'Hillary Clinton')"
37011,3.4,1417,22.1,36969,18,2241,0,0,0,18.5,0,197646,11084,44,72,425,326,"('Votes', 'Bernie Sanders')"
37013,4.6,3994,24.5,40429,21,4127,0,0,0,31.1,1215635,573361,12504,170,57.7,1840,2934,"('Votes', 'Hillary Clinton')"
37015,1,1199,26.2,30768,23.4,1642,23.6,0,0,0,0,93015,4780,20,30.4,756,2065,"('Votes', 'Hillary Clinton')"
37017,4.6,2164,25.5,30164,25.8,1728,0,0,0,38.3,1530894,196691,6086,80,40.2,1524,3442,"('Votes', 'Hillary Clinton')"
37019,4.2,13400,23.3,46438,16.6,12223,4.7,1.1,2.2,27.6,0,1004231,10070,1973,126.8,4252,7192,"('Votes', 'Hillary Clinton')"
37021,5.7,20486,20.6,44713,17.1,29566,1.7,1.3,1.4,27.9,3211724,3597871,15862,1312,362.9,30913,17604,"('Votes', 'Bernie Sanders')"
