fips,% Foreign Born,Veterans,Mean Travel Time,Median Household Income,Below Poverty Level,Total Number of Firms,% Black-owned Firms,% Asian-owned Firms,% Hispanic-owned Firms,% Women-owned Firms,Manufacturers Shipments ($1000),Retail Sales ($1000),Retail Sales per Capita,Building permits,Population per Square Mile,Bernie Sanders,Hillary Clinton,Most Votes
19041,2.2,1360,15.2,49035,8.9,2262,0,0,0,24.3,0,298664,17960,14,29.4,303,296,"('Votes', 'Bernie Sanders')"
19043,1.4,1575,21.4,47494,12.5,1725,0,0,0,0,206396,163572,9249,28,23.3,408,392,"('Votes', 'Bernie Sanders')"
19045,1.5,4259,19.2,49559,14,3491,0,0.9,0,0,3914945,635654,12950,102,70.7,1234,1165,"('Votes', 'Bernie Sanders')"
19047,12.8,1161,15.1,46548,15.8,1394,0,0,0,27.8,1266847,162386,9840,11,23.9,208,225,"('Votes', 'Hillary Clinton')"
19049,6.6,3902,20.5,73847,6.4,6613,0.6,2.2,1.1,19.9,574183,905710,15813,661,112.4,1208,1667,"('Votes', 'Hillary Clinton')"
19051,0.8,717,22.8,45040,21.2,848,0,0,0,0,0,71612,8351,4,17.4,126,174,"('Votes', 'Hillary Clinton')"
19053,1.5,612,21,36326,19.5,869,0,0,0,0,0,39590,4746,2,15.9,141,150,"('Votes', 'Hillary Clinton')"
19055,0.8,1200,22,54076,8.4,1568,0,0,0,29.5,326438,171404,9791,5,30.7,344,440,"('Votes', 'Hillary Clinton')"
19057,1.5,3575,15.9,42451,13.8,3407,0.9,0,0,26,0,616900,15182,41,96.9,1066,933,"('Votes', 'Bernie Sanders')"
19059,1,1737,16.7,56136,7.8,2088,0,0,0,25.6,647529,255190,15386,134,43.8,358,341,"('Votes', 'Bernie Sanders')"
19061,1.9,7057,17.3,51475,10.9,8102,1.1,0.7,0,21.7,4711245,1433461,15538,276,154,2276,2504,"('Votes', 'Hillary Clinton')"
19063,5.1,770,16.4,48601,12.5,791,0,0,0,0,331366,92665,8961,48,26,132,168,"('Votes', 'Hillary Clinton')"
19065,0.9,1717,21.1,45542,11.5,1891,0,0,0,0,157746,157244,7716,24,28.6,468,525,"('Votes', 'Hillary Clinton')"
19067,1.4,1523,19.6,43826,12.6,1159,0,0,0,0,461397,149138,9192,21,32.6,346,453,"('Votes', 'Hillary Clinton')"
19069,5,809,19.4,48355,11.1,1385,0,0,0,19.4,260008,65933,6207,3,18.4,168,226,"('Votes', 'Hillary Clinton')"
19071,0.7,776,22.7,50520,10.2,588,0,0,0,0,0,102932,13599,10,14.6,135,120,"('Votes', 'Bernie Sanders')"
19073,1.2,821,18.8,45865,13,746,0,0,0,23.1,0,87923,9258,6,16.4,184,215,"('Votes', 'Hillary Clinton')"
19075,0.4,894,20.7,56827,7,0,0,0,0,0,143848,109363,9049,19,24.8,206,186,"('Votes', 'Bernie Sanders')"
19077,1.1,898,27.3,50609,10.3,1129,0,0,0,0,0,91301,8262,10,18.5,180,220,"('Votes', 'Hillary Clinton')"
19079,2.2,1323,17.6,43589,12.3,1551,0,0,0,23.9,1162374,149277,9607,5,27.2,246,353,"('Votes', 'Hillary Clinton')"
19081,1.8,798,20.8,50105,10.4,1275,0,0,0,0,266775,119314,10549,20,19.9,152,240,"('Votes', 'Hillary Clinton')"
19083,2.5,1485,17.7,49342,8.6,1812,0,0,0,21,743136,161778,9242,7,30.8,296,403,"('Votes', 'Hillary Clinton')"
19085,0.9,1099,25.8,54583,9.6,1378,0,0,0,19.2,0,100916,6546,29,21.4,273,226,"('Votes', 'Bernie Sanders')"
19087,3.3,1575,18.5,46376,17.9,1547,0,0,0,23.4,889862,214737,10665,20,46.4,350,350,"('Votes', 'Bernie Sanders')"
19089,1.1,694,17.6,46429,11.6,1115,0,0,0,0,272970,83186,8789,1,20.2,215,184,"('Votes', 'Bernie Sanders')"
19091,2,934,17.2,47897,10.2,1151,0,0,0,24.8,289818,82011,8520,24,22.6,133,166,"('Votes', 'Hillary Clinton')"
19093,0.5,626,15.7,43449,14.4,956,0,0,0,19.4,372971,61131,8758,11,16.4,93,106,"('Votes', 'Hillary Clinton')"
19095,1.4,1044,22.5,58008,10.9,1264,0,0,0,24.1,1478930,213413,13512,23,27.9,343,357,"('Votes', 'Hillary Clinton')"
19097,0.8,1788,23.2,46467,10.5,2345,0,0,0,21.3,247956,209951,10547,35,31.2,414,450,"('Votes', 'Hillary Clinton')"
19099,1.1,2818,22,50513,11.8,2847,0,0,0,20.9,170755,273960,7492,33,50.4,810,927,"('Votes', 'Hillary Clinton')"
19101,12,1561,14.7,48814,12.4,2308,0,0,0,0,246631,333485,21471,14,38.7,654,245,"('Votes', 'Bernie Sanders')"
19103,9.3,6630,18.2,53424,17.7,9323,1.8,2.4,1.6,26.7,0,1653057,13168,1080,213.1,5473,3700,"('Votes', 'Bernie Sanders')"
19105,1,1948,24.3,55041,8.3,2193,0,0,0,29.9,180765,257667,12629,15,35.9,480,419,"('Votes', 'Bernie Sanders')"
19107,0.5,788,24,42167,13.2,1099,0,0,0,21.6,0,66877,6236,0,18.1,140,250,"('Votes', 'Hillary Clinton')"
19109,1,1433,15.5,51812,8.7,1822,0,0,0,25.8,474756,195827,12670,19,16,213,360,"('Votes', 'Hillary Clinton')"
19111,2,3552,17.9,42469,15.1,2661,0,2.3,0,27.8,0,420758,11745,22,69.3,770,929,"('Votes', 'Hillary Clinton')"
19113,2.9,16870,18.5,57260,9.7,16967,0.7,0,0.6,27.1,8229178,3592845,17502,838,294.6,6331,5733,"('Votes', 'Bernie Sanders')"
19115,8.1,815,23,50583,12.2,941,0,0,0,0,0,56465,4798,9,28.3,168,224,"('Votes', 'Hillary Clinton')"
19117,5.8,656,24.1,43288,17,788,0,0,0,0,0,84344,8919,3,20.7,120,180,"('Votes', 'Hillary Clinton')"
19119,1.1,689,18.1,52152,8,1328,0,0,0,13.2,100917,91091,8113,55,19.7,113,80,"('Votes', 'Bernie Sanders')"
19121,1.4,1365,26.5,57581,8.9,1304,0,0,0,30.5,0,80594,5253,55,27.9,280,320,"('Votes', 'Hillary Clinton')"
19123,1.5,1481,17.9,47967,15.9,1977,0,0,0,25.4,1618526,242911,10995,64,39.2,306,393,"('Votes', 'Hillary Clinton')"
19125,2.3,2484,20.3,54723,9.2,3254,0,0,0,20,1856906,333092,10201,125,60.1,624,650,"('Votes', 'Hillary Clinton')"
19127,12.1,3538,17.3,51555,12.1,2532,0,0,0,28.8,1848040,407694,10434,10,71,960,839,"('Votes', 'Bernie Sanders')"
19129,0.8,1347,25.2,63076,7,1101,0,0,0,32.7,0,78569,5187,3,34.4,244,255,"('Votes', 'Hillary Clinton')"
19131,1.4,895,16.6,51078,7.1,1225,0,0,0,0,252014,93053,8627,25,23,135,260,"('Votes', 'Hillary Clinton')"
19133,0.9,965,21.3,42025,9,829,0,0,0,16.4,0,99152,10868,7,13.3,116,180,"('Votes', 'Hillary Clinton')"
19135,4.3,645,25.1,45997,11.8,521,0,0,0,21.1,0,62488,8256,82,18.4,133,129,"('Votes', 'Bernie Sanders')"
19137,1.3,897,18.7,44281,16.1,952,0,0,0,14.3,180839,88288,8071,13,25.3,192,108,"('Votes', 'Bernie Sanders')"
19139,6,2866,18,51425,14.4,3523,0.8,0,3.3,32.1,0,448581,10566,51,97.7,972,828,"('Votes', 'Bernie Sanders')"
19141,2.8,1117,16.7,48185,11.3,1337,0,0,0,21.5,304999,169740,12093,22,25.1,141,152,"('Votes', 'Hillary Clinton')"
19143,4.5,493,18.9,48659,8.6,566,0,0,0,0,0,40538,6291,1,16.2,38,56,"('Votes', 'Hillary Clinton')"
19145,2,1590,16.4,43010,13.9,1305,0,0,0,20.2,348217,163001,10243,11,29.8,202,197,"('Votes', 'Bernie Sanders')"
19147,1.3,782,16.9,44663,9.2,937,0,0,0,0,401373,65829,6988,2,16.7,186,213,"('Votes', 'Hillary Clinton')"
19149,1.8,2025,17.1,58888,6.4,2137,0,0,0,0,0,299650,12330,37,29,312,387,"('Votes', 'Hillary Clinton')"
19151,1.8,668,17.7,44073,14.2,764,0,0,0,0,0,79888,10492,4,12.7,90,198,"('Votes', 'Hillary Clinton')"
19153,8.5,26762,19,59018,11.8,37950,1.9,2.1,1.8,28,7519907,6714418,16130,3350,750.5,10526,12122,"('Votes', 'Hillary Clinton')"
19155,3.3,7373,20.8,51304,13.8,7088,0,0,1.2,24.1,0,1503395,16784,122,98,1573,1519,"('Votes', 'Bernie Sanders')"
19157,3.1,1296,17,50349,12.8,1781,0,0,0,21.4,462194,241342,12932,123,32.3,475,424,"('Votes', 'Bernie Sanders')"
19159,0.7,401,18,44551,13.1,553,0,0,0,12.1,0,63578,12562,2,9.6,67,132,"('Votes', 'Hillary Clinton')"
19161,1.2,943,17.7,48093,8.7,1187,0,0,0,21.5,0,92468,8983,5,18,135,165,"('Votes', 'Hillary Clinton')"
19163,3.4,12299,18,52735,13.1,14132,0,0,1.3,27,5745095,2852978,17574,365,360.7,4144,4025,"('Votes', 'Bernie Sanders')"
19165,2,1041,18.5,48783,10.8,1388,0,0,0,19.5,0,135125,10996,16,20.6,232,168,"('Votes', 'Bernie Sanders')"
19167,6.3,1830,12.8,57227,8.2,3659,0,0,0,18.3,1152404,394422,12319,112,43.9,202,192,"('Votes', 'Bernie Sanders')"
19169,8.3,4787,17.8,50516,20.9,7365,0,2.1,0,23.6,1970829,968345,11361,539,156.3,2737,1862,"('Votes', 'Bernie Sanders')"
19171,2.8,1496,21.6,51670,11.5,0,0,0,0,0,0,112481,6366,17,24.6,423,476,"('Votes', 'Hillary Clinton')"
19173,3.4,511,21,43804,14.5,722,0,0,0,0,0,25098,3906,4,11.9,60,140,"('Votes', 'Hillary Clinton')"
19175,1,1014,15,44838,16.1,0,0,0,0,0,214327,153754,12759,7,29.6,268,231,"('Votes', 'Bernie Sanders')"
19177,0.8,668,23.4,43181,16.5,0,0,0,0,0,0,36920,4810,0,15.6,106,93,"('Votes', 'Bernie Sanders')"
19179,6.8,2638,17.4,41425,19.1,2850,0,0,0,19.1,1840383,500711,14167,22,82.5,667,817,"('Votes', 'Hillary Clinton')"
19181,1.2,3826,24.8,62535,7.3,4047,0,0,0,26,0,328428,7415,360,81.1,953,1217,"('Votes', 'Hillary Clinton')"
19183,2.7,1573,21.1,54554,9.8,2559,0,0,0,15.9,0,195045,9221,24,38.2,415,484,"('Votes', 'Hillary Clinton')"
19185,0.8,569,25.2,40024,12.4,483,0,0,0,0,0,49159,7824,0,12.2,70,130,"('Votes', 'Hillary Clinton')"
19187,2.2,3109,15.4,41624,15.8,2884,0,0,0,0,1909417,577547,15022,20,53.1,720,866,"('Votes', 'Hillary Clinton')"
19189,3.2,835,16.3,45603,11.4,1102,0,0,0,14.3,1094325,114958,10672,6,27.1,230,170,"('Votes', 'Bernie Sanders')"
19191,2.1,1485,16.2,53122,8.4,2878,0,0,0,25.6,288679,289636,13909,47,30.5,616,484,"('Votes', 'Bernie Sanders')"
19193,8.3,7107,17.7,45856,15.7,7392,0.9,0.9,2,25.8,2827480,1511955,14913,151,117.1,1920,1665,"('Votes', 'Bernie Sanders')"
19195,1.1,706,20.1,50476,11.5,432,0,0,0,28.2,248922,28655,3759,4,19,218,181,"('Votes', 'Bernie Sanders')"
19197,4.5,938,15.6,45205,11,1529,0,0,0,20.1,863324,100154,7681,12,22.8,226,273,"('Votes', 'Hillary Clinton')"
21001,0.9,1378,25.1,32524,19.1,1974,0,0,0,17.6,0,137063,7655,0,46,410,466,"('Votes', 'Hillary Clinton')"
21003,1.4,1508,25.6,40008,18.6,1452,0,0,0,25.6,164790,112099,5945,0,58,440,427,"('Votes', 'Bernie Sanders')"
21005,1.4,1504,26.3,52646,11.3,1646,0,0,0,30.4,600926,170715,8002,38,106.1,1649,1132,"('Votes', 'Bernie Sanders')"
21007,1,739,20.4,44588,14.4,795,0,0,0,30.7,0,52778,6485,0,33.4,659,405,"('Votes', 'Bernie Sanders')"
21009,1.6,2483,20.2,38873,20.8,4480,0,0,1,24.2,1024905,552941,13464,86,86.5,2653,1979,"('Votes', 'Bernie Sanders')"
21011,0.8,586,25.7,30797,28,878,0,0,0,0,0,51512,4474,0,41.6,641,628,"('Votes', 'Bernie Sanders')"
21013,0.3,1668,21.4,26228,33.5,1696,0,3.7,0,29.4,0,374889,12915,20,79.9,578,567,"('Votes', 'Bernie Sanders')"
21015,4.5,8606,23.8,67225,9,9122,1.9,2,0.5,27.3,4690957,2439188,21623,354,482.3,2496,2932,"('Votes', 'Hillary Clinton')"
21017,5.2,1585,22.4,40933,17.2,1664,0,0,0,25,0,175304,8939,27,69,1087,1109,"('Votes', 'Hillary Clinton')"
21019,1.2,4336,20.7,40379,19.9,3966,0.6,1.7,0,19.8,0,934561,19244,5,309.9,2262,2193,"('Votes', 'Bernie Sanders')"
21021,2.5,2087,19.7,41473,18.3,2721,1.7,0,0,25.2,0,430021,14875,31,157.8,1451,1648,"('Votes', 'Hillary Clinton')"
21023,0.9,571,34.9,39196,16.8,923,0,0,0,25.5,0,25883,3007,0,41.3,424,251,"('Votes', 'Bernie Sanders')"
21025,0.7,566,27.6,24045,32.5,0,0,0,0,0,0,103735,6652,1,28.2,1716,1123,"('Votes', 'Bernie Sanders')"
21027,0.4,1707,28.7,38907,19.6,1412,0,0,0,23.2,0,113835,5968,2,35.4,875,877,"('Votes', 'Hillary Clinton')"
21029,0.9,5928,27,54836,10.2,5198,0.9,0,0,23.6,0,500549,6788,231,250.2,3210,2907,"('Votes', 'Bernie Sanders')"
21031,1.7,802,29.5,35430,25.1,1008,0,0,0,23.4,120473,57992,4362,0,29.8,196,238,"('Votes', 'Hillary Clinton')"
21033,0.4,1002,22.1,37127,21.4,1094,0,0,0,0,213233,151840,11848,3,37.7,866,570,"('Votes', 'Bernie Sanders')"
21035,4.2,2710,18.5,39677,20.1,2797,0,0,0,25.1,729241,454838,12578,291,96.6,2239,1460,"('Votes', 'Bernie Sanders')"
21037,2.1,6145,22.4,54306,13,6225,0,0,0,21.6,798230,970778,11120,212,597,3133,3169,"('Votes', 'Hillary Clinton')"
21039,0.6,398,25.6,39049,16.2,0,0,0,0,0,0,23792,4614,0,26.9,462,206,"('Votes', 'Bernie Sanders')"
21041,4.6,777,19.1,40160,29.9,874,0,0,0,0,4059659,182693,17403,2,84.1,573,481,"('Votes', 'Bernie Sanders')"
21043,0.4,1647,30.9,36406,20.3,2273,0,0,0,0,0,268548,9831,2,67.7,1051,800,"('Votes', 'Bernie Sanders')"
21045,1.2,1211,28.7,29934,26.8,1714,0,0,0,22.2,189089,71832,4408,0,35.9,182,210,"('Votes', 'Hillary Clinton')"
21047,3.2,6986,18.1,38904,20.5,4321,7.2,3.7,2.2,27.4,1571636,936093,11565,59,103.1,1936,2437,"('Votes', 'Hillary Clinton')"
21049,1.1,2662,23,45853,15.4,3252,0,2.2,0,25.4,1252285,461765,12951,35,141.1,1888,1810,"('Votes', 'Bernie Sanders')"
21051,0.7,843,27.8,21883,37.7,961,0,0,0,20.3,0,138743,5858,0,46.3,158,184,"('Votes', 'Hillary Clinton')"
21053,1.3,752,18.5,27100,24.4,690,0,0,0,21.7,0,55307,5838,0,52.1,93,151,"('Votes', 'Hillary Clinton')"
21055,0.6,848,27.1,34261,20.8,595,0,0,0,0,0,53418,5873,1,25.9,344,240,"('Votes', 'Bernie Sanders')"
21057,0.5,470,22,31593,23.6,946,0,0,0,0,0,44182,6484,0,22.5,87,78,"('Votes', 'Bernie Sanders')"
21059,1.9,7461,18.1,46555,15.2,7007,2.6,2.6,0,23,2919998,1282912,13652,320,210.9,5188,5066,"('Votes', 'Bernie Sanders')"
21061,1.6,943,32,37646,16.1,652,0,0,0,0,0,32536,2723,0,40.2,262,275,"('Votes', 'Hillary Clinton')"
21063,0.2,464,29.4,24246,31.8,302,0,0,0,13.6,0,12169,1489,0,33.5,443,301,"('Votes', 'Bernie Sanders')"
21065,0.2,938,32.8,29184,27.2,1197,0,0,0,37.4,0,84217,5655,0,58,440,446,"('Votes', 'Hillary Clinton')"
21067,8.9,17908,19.7,48398,18.9,26074,0,2.6,2.4,27.2,3061217,4778490,16635,1225,1042.8,17048,20014,"('Votes', 'Hillary Clinton')"
21069,0.2,951,27.6,32495,22.2,1330,0,0,0,0,0,128537,8768,1,41.2,806,627,"('Votes', 'Bernie Sanders')"
21071,0.5,2070,24.1,30476,28.9,3192,0,0,0,24.7,0,403311,9596,7,100.3,4010,2327,"('Votes', 'Bernie Sanders')"
21073,3.3,4043,17.9,46071,16.6,4120,2.9,1.6,0,0,1400787,622089,12816,87,237.2,5398,5218,"('Votes', 'Bernie Sanders')"
21075,0.7,494,17.7,33582,22.2,367,0,0,0,21.5,0,52203,7608,1,33.2,245,315,"('Votes', 'Hillary Clinton')"
21077,4.8,721,27.3,43793,20.7,0,0,0,0,0,0,37304,4619,13,84.8,340,260,"('Votes', 'Bernie Sanders')"
21079,1.7,1238,32.6,44652,19.1,1613,0,0,0,30.3,0,39605,2331,0,73.5,387,434,"('Votes', 'Hillary Clinton')"
21081,1.4,1732,29.1,46159,18,1794,0,0,0,21,0,285154,11333,55,95.6,715,594,"('Votes', 'Bernie Sanders')"
21083,4.1,2616,22.5,38394,18.6,3297,0,0,0,19.5,0,342536,9119,0,67.3,2631,1631,"('Votes', 'Bernie Sanders')"
21085,0.4,1881,25.5,32399,23.3,2172,0,0,0,0,692032,234914,9281,4,51.8,630,705,"('Votes', 'Hillary Clinton')"
21087,1.1,741,29,34406,21.9,1215,0,0,0,18.9,0,64411,5592,1,39.4,360,284,"('Votes', 'Bernie Sanders')"
21089,0.8,2765,23.7,44060,17.9,2412,0,0,0,28.4,0,355697,9483,16,107.2,1655,1517,"('Votes', 'Bernie Sanders')"
21091,0.9,858,25.4,51189,14.2,581,0,0,0,0,0,28055,3266,3,45.6,573,491,"('Votes', 'Bernie Sanders')"
21093,4.5,14266,21.7,48687,15.8,7635,5.2,3.5,0,24.1,1792272,1449522,14781,364,169.3,4208,4359,"('Votes', 'Hillary Clinton')"
21095,0.4,2176,23.3,25906,31.3,1872,0,0,0,24.2,0,211085,6793,0,62.9,1092,451,"('Votes', 'Bernie Sanders')"
21097,1.9,1562,26.9,36048,23.1,1502,0,0,0,22.1,549589,147036,7912,21,61.5,1059,886,"('Votes', 'Bernie Sanders')"
21099,0.7,1202,26.3,33408,26.6,1600,0,0,0,0,434551,92791,5074,87,44.2,1062,817,"('Votes', 'Bernie Sanders')"
21101,1.3,3102,21.4,41940,17.7,3321,0,1.9,0,22.1,0,662033,14659,46,105.9,2850,2887,"('Votes', 'Hillary Clinton')"
21103,1.5,969,29.9,46016,17.1,1047,0,0,0,20.2,0,153316,9689,27,53.9,958,781,"('Votes', 'Bernie Sanders')"
21105,1.6,372,20.5,34029,18.3,176,0,0,0,0,0,65403,13345,0,20.2,300,209,"('Votes', 'Bernie Sanders')"
21107,1.2,3500,20.7,40891,18.8,3254,1.9,0,0,0,896339,560520,12118,71,86.6,2696,1690,"('Votes', 'Bernie Sanders')"
21109,0.4,739,32.5,26156,34.2,0,0,0,0,0,0,45224,3370,0,39.1,128,78,"('Votes', 'Bernie Sanders')"
21111,6.5,54711,21.8,46959,16.7,62990,8.5,2.6,1.9,26.9,25695383,10002441,14053,2431,1948.1,45048,64090,"('Votes', 'Hillary Clinton')"
21113,3.1,3237,24.1,49024,16.9,4184,1.6,0,0,27,1015569,731697,16060,187,282.3,2113,1875,"('Votes', 'Bernie Sanders')"
21115,0.5,1374,27.5,34090,24.3,2074,0,0,0,0,0,350076,14646,7,89.2,749,444,"('Votes', 'Bernie Sanders')"
21117,2.5,11814,23,54270,13.7,12369,2.5,1.3,0.9,24.6,1236384,1261984,8046,278,996.7,4880,5146,"('Votes', 'Hillary Clinton')"
21119,0.1,755,26.7,33889,23.1,833,0,0,0,31.3,0,47551,2782,0,46.5,1114,583,"('Votes', 'Bernie Sanders')"
21121,1,1564,19.2,24038,34.7,3121,0,1.6,0,30.3,210723,318643,9870,0,82.5,504,520,"('Votes', 'Hillary Clinton')"
21123,1.1,1170,25.4,39753,16.9,1335,0,0,0,0,90029,49171,3621,43,54.3,910,612,"('Votes', 'Bernie Sanders')"
21125,1.2,4121,21.4,36570,21.8,5525,0,0.7,0,25,0,914739,15970,1,135.6,791,845,"('Votes', 'Hillary Clinton')"
21127,0.6,790,34.9,33525,27,916,0,0,0,0,0,123575,7568,0,38.2,659,444,"('Votes', 'Bernie Sanders')"
21129,0.8,397,31.2,22920,37.2,382,0,0,0,21.2,0,58622,7891,0,37.8,224,199,"('Votes', 'Bernie Sanders')"
21131,0.2,465,28.2,29293,22.6,794,0,0,0,0,0,59363,5072,0,28.2,77,64,"('Votes', 'Bernie Sanders')"
21133,0.4,1277,27.1,31200,25.3,1756,0,0,0,21.9,0,123973,5176,10,72.6,1788,838,"('Votes', 'Bernie Sanders')"
21135,0.1,880,31.4,28388,29.1,1192,0,0,0,10.2,0,56840,4074,0,28.7,151,211,"('Votes', 'Hillary Clinton')"
21137,0.3,1636,27.5,33651,25.4,1809,0,0,0,0,0,127171,5053,36,74.1,742,779,"('Votes', 'Hillary Clinton')"
21139,0.8,563,29.2,40313,16.9,708,0,0,0,0,0,29706,3103,0,30.4,610,400,"('Votes', 'Bernie Sanders')"
21141,1.5,1880,22.7,36590,21.2,2072,0,1.2,0,23,2150571,230608,8497,13,48.6,1131,1077,"('Votes', 'Bernie Sanders')"
21143,0.6,913,23.7,40112,16.8,0,0,0,0,0,0,60988,7316,3,38.9,561,497,"('Votes', 'Bernie Sanders')"
21145,2,5642,17,44898,16.2,6657,0,1.2,0,23.2,0,1570758,24179,223,263.6,3541,3334,"('Votes', 'Bernie Sanders')"
21147,0.8,1076,27,20972,30.3,1321,0,0,0,0,0,82470,4639,0,42.9,203,169,"('Votes', 'Bernie Sanders')"
21149,0.8,759,27.8,38833,18.8,657,0,0,0,0,0,48015,4949,0,37.8,628,477,"('Votes', 'Bernie Sanders')"
21151,2.1,5769,22.4,42312,21.4,6400,0,1.3,0,27.2,0,975986,12008,225,189.6,4385,3441,"('Votes', 'Bernie Sanders')"
21153,0.2,471,30.8,26877,28.6,884,0,0,0,0,0,52924,4022,0,43.2,626,511,"('Votes', 'Bernie Sanders')"
21155,1.9,1304,21.2,38719,17,1597,0,0,0,8.5,620176,136155,7093,13,57.8,983,1162,"('Votes', 'Hillary Clinton')"
21157,1.1,2837,20.9,43907,11.6,2723,0,0,0,0,3095293,345665,11065,137,104.4,2308,1577,"('Votes', 'Bernie Sanders')"
21159,0.9,645,34.6,26261,35.1,551,0,0,0,0,0,108045,8149,0,56.3,191,104,"('Votes', 'Bernie Sanders')"
21161,0.6,1165,23.6,41137,19.3,1415,0,0,0,36.5,0,357976,20831,19,72.8,775,727,"('Votes', 'Bernie Sanders')"
21163,1.7,3568,31.3,46756,16.9,1962,0,0,0,24.9,0,170689,6274,85,93.6,1541,1312,"('Votes', 'Bernie Sanders')"
21165,0.7,478,34.8,29108,27.5,440,0,0,0,0,0,24246,3631,0,31,323,311,"('Votes', 'Bernie Sanders')"
21167,1.4,1723,25.9,45396,16.8,2213,0,0,0,0,1252350,157041,7219,59,85.7,1331,988,"('Votes', 'Bernie Sanders')"
21169,0.6,560,22.7,31750,20,1131,0,0,0,32.2,391327,58045,5711,0,34.9,582,506,"('Votes', 'Bernie Sanders')"
21171,1.9,746,21.7,29808,25.2,825,0,0,0,33.8,146465,99988,8582,0,33.3,109,126,"('Votes', 'Hillary Clinton')"
21173,0.9,1618,23.9,37312,25,2567,0,0,0,24.1,0,355788,14128,56,134.3,1322,1289,"('Votes', 'Bernie Sanders')"
21175,0.9,548,30.2,30658,28.9,1107,0,0,0,0,0,88058,6175,17,36.5,988,544,"('Votes', 'Bernie Sanders')"
21177,0.7,2082,20.9,38105,20.4,2018,0,0,0,16.9,0,265567,8444,2,67.4,1632,1544,"('Votes', 'Bernie Sanders')"
21179,1.3,3131,26.2,43833,18.2,3927,1.3,0,0,15.7,1348746,422267,9951,193,104,2345,2395,"('Votes', 'Hillary Clinton')"
21181,0.6,438,32,43081,16,0,0,0,0,0,0,27370,3956,4,36.6,420,353,"('Votes', 'Bernie Sanders')"
21183,1.8,1717,23.9,40830,19.7,1306,0,0,0,34.3,485450,142528,6066,44,40.6,943,778,"('Votes', 'Bernie Sanders')"
21185,3.7,4487,26,83391,6.8,5558,1.5,1.3,0,32,275104,374793,6621,215,322.2,2315,2730,"('Votes', 'Hillary Clinton')"
21187,1,678,27.8,41009,16.2,790,0,0,0,0,0,43191,3805,0,30.9,720,453,"('Votes', 'Bernie Sanders')"
21189,0.3,244,21.2,19986,37.7,317,0,0,0,0,0,16715,3625,0,24.1,91,77,"('Votes', 'Bernie Sanders')"
21191,0.1,896,38.8,45480,15.6,788,0,0,0,19.2,0,47235,3152,0,53.7,546,388,"('Votes', 'Bernie Sanders')"
21193,0.6,1563,22.3,33528,25.3,1980,0,0,0,17.5,122158,463063,15886,5,84.5,1666,839,"('Votes', 'Bernie Sanders')"
21195,0.7,3083,24.4,32961,23.4,3975,0,0,0,30.7,0,894872,13658,25,82.6,4848,2335,"('Votes', 'Bernie Sanders')"
21197,0.8,656,28.1,26839,31.7,1151,0,0,0,0,0,94985,6967,0,70.5,744,623,"('Votes', 'Bernie Sanders')"
21199,1.3,4696,20.9,34092,23.3,4845,0.9,1.4,0.5,22,1088020,884391,14753,15,95.8,1148,1169,"('Votes', 'Hillary Clinton')"
21201,0.4,160,35.6,31786,22.8,207,0,0,0,0,0,1617,733,0,22.8,177,95,"('Votes', 'Bernie Sanders')"
21203,0.1,1170,28.1,30674,25.5,1535,0,0,0,0,0,71642,4323,0,53.9,254,238,"('Votes', 'Bernie Sanders')"
21205,1,1231,21,35236,28.6,1823,0,0,0,18,259812,272076,12039,14,83.4,1363,1170,"('Votes', 'Bernie Sanders')"
21207,2,1142,20.3,29721,27.3,1438,0,0,0,16.5,0,180335,10563,12,69.2,332,343,"('Votes', 'Hillary Clinton')"
21209,2.9,3115,21.8,61893,12.4,3475,0,0,0,30.9,0,528609,12283,313,167.4,2394,2505,"('Votes', 'Hillary Clinton')"
21211,6.5,3476,24.1,57298,12.4,3314,1.4,1.1,1.1,24,1373120,498709,12279,213,110.8,2044,2195,"('Votes', 'Hillary Clinton')"
21213,1.5,1129,21.5,39546,20.3,1491,0,1.7,0,21.7,1406337,415161,24342,15,74,695,708,"('Votes', 'Hillary Clinton')"
21215,1.2,1316,32.8,65209,7.7,0,0,0,0,0,0,68129,4029,79,91.4,806,673,"('Votes', 'Bernie Sanders')"
21217,1.4,1469,20.1,36384,21.7,2350,0,0,0,23.9,315183,371903,15436,27,92,844,949,"('Votes', 'Hillary Clinton')"
21219,2.1,879,24.1,41541,20.5,861,0,0,0,0,0,58574,4878,2,33.3,507,333,"('Votes', 'Bernie Sanders')"
21221,1.2,1650,23.2,45629,16.1,1089,0,0,0,12.2,235118,70866,5317,2,32.5,715,604,"('Votes', 'Bernie Sanders')"
21223,1.3,582,29.3,49718,17.2,580,0,0,0,24.7,0,31956,3564,0,58.1,542,415,"('Votes', 'Bernie Sanders')"
21225,0.7,1253,19.8,39125,25.7,925,2.8,0,0,21.9,250359,144171,9585,21,43.8,1106,672,"('Votes', 'Bernie Sanders')"
21227,7.6,7460,18.8,44135,19.1,10027,3.9,1.6,0.8,22.2,0,1691205,16186,603,210.1,5365,4829,"('Votes', 'Bernie Sanders')"
21229,1.8,701,27.8,40845,14.2,0,0,0,0,0,259028,63268,5490,21,39.4,582,601,"('Votes', 'Hillary Clinton')"
21231,1.2,1247,23.1,29497,24.3,1555,0,0,0,18.6,378860,152513,7412,0,45.4,356,502,"('Votes', 'Hillary Clinton')"
